0.005    0
0.01    0
0.02    0
0.03    0
0.04    0
0.065    0
0.07    0
0.08    0
0.1    0
0.13    0
0.145    0
0.155    0
0.17    0
0.18    0
0.195    0
0.21    0
0.22    0
0.24    0
0.2401    0
0.245    0
0.2475    0
0.2476    0
0.25    0
0.2501    0
0.255    0
0.26    0
0.2601    0
0.2602    0
0.275    0
0.2751    0
0.28    0
0.375    0
0.43    0
0.44    0
0.46    0
0.475    0
0.495    0
0.5    0
0.52    0
0.535    0
0.54    0
0.545    0
0.55    0
0.551    0
0.56    0
0.565    0
0.57    0
0.575    0
0.58    0
0.59    0
0.6    0
0.65    0
0.71    0
0.73    0
0.76    0
0.805    0
0.845    0
0.865    0
0.89    0
0.9    0
